icao,manufacturer,model,registration,engine_type,num_engines,latitude,longitude,capture_date,capture_time,year,month,day,near_airport
PA18,Piper,PA-18,N1097A,Piston,1,32.833424,-96.831261,2025-09-18,12:33:14,2025,9,18,KADS
R44,Robinson Helicopter Company,R44 II,N106FC,Piston,1,26.061761,-80.18467,2025-09-18,16:38:43,2025,9,18,KFLL
PA28,Piper,PA-28-181,N1142Q,Piston,1,32.6784,-117.258812,2025-09-18,16:53:04,2025,9,18,KSAN
B778,Boeing,777-246,N101AR,Jet,2,39.938218,-104.796487,2025-09-19,06:49:52,2025,9,19,KDEN
RV12,Vans Aircraft Inc,RV-12,N118RV,2-Cycle,1,32.623127,-117.084755,2025-09-19,09:34:41,2025,9,19,KSAN
PA28,Piper,PA-28-151,N1053H,Piston,1,41.971312,-87.833789,2025-09-19,09:48:43,2025,9,19,KORD
C177,Cessna,177B,N1203C,Piston,1,40.83205,-74.083168,2025-09-19,12:55:58,2025,9,19,KEWR
S76,Sikorsky,S-76B,N11110,Turboshaft,2,42.020621,-87.76805,2025-09-19,13:16:37,2025,9,19,KORD
C150,Cessna,150L,N10604,Piston,1,26.034076,-80.056059,2025-09-19,14:37:23,2025,9,19,KFLL
RV10,Brown Norris,RV-10,N10NP,Piston,1,40.918829,-73.748341,2025-09-19,15:08:48,2025,9,19,KHPN
HROC,Guy D Taylor,RADIAL ROCKET,N101GT,Piston,1,33.499721,-111.847462,2025-09-19,18:43:22,2025,9,19,KSDL
K100,Quest Aircraft Company Llc,KODIAK 100,N112KQ,Turboprop,1,33.584753,-111.865275,2025-09-20,06:11:07,2025,9,20,KSDL
C210,Cessna,T210N,N100DB,Piston,1,33.452278,-112.138398,2025-09-20,07:31:49,2025,9,20,KPHX
BOLT,Miller Charles W,SKYBOLT,N121DH,Piston,1,40.703786,-73.273903,2025-09-20,09:37:12,2025,9,20,KFRG
C172,Cessna,172M,N12082,2-Cycle,1,39.954343,-104.588165,2025-09-20,09:46:34,2025,9,20,KDEN
C172,Cessna,172M,N12194,2-Cycle,1,42.08507,-83.281342,2025-09-20,10:34:04,2025,9,20,KDTW
H25C,Mignet,HM 1000,N121HM,Rocket,1,32.824888,-97.108804,2025-09-20,11:25:31,2025,9,20,KDFW
C182,Cessna,T182T,N1028G,Turboprop,1,40.725952,-73.317076,2025-09-20,14:26:17,2025,9,20,KFRG
RV8,Dickman Edward A,VANS RV-8,N1042D,Piston,1,41.124917,-73.597934,2025-09-20,16:39:20,2025,9,20,KHPN
C185,Cessna,A185F,N1005F,Piston,1,26.004932,-80.154058,2025-09-20,17:17:37,2025,9,20,KFLL
B206,Bell Helicopter Textron,206L-1,N118AE,Turboshaft,1,33.531494,-84.398495,2025-09-20,17:57:19,2025,9,20,KATL
M20P,Mooney,M20R,N10048,Piston,1,42.478783,-71.12348,2025-09-20,18:42:51,2025,9,20,KBOS
PA18,Piper,L-18C,N10341,Piston,1,33.579287,-111.951586,2025-09-20,19:27:58,2025,9,20,KSDL
C172,Cessna,172R,N117KS,Piston,1,40.70969,-73.646914,2025-09-20,19:56:24,2025,9,20,KJFK
PA31,Piper,PA-31-350,N1071A,Piston,2,40.866186,-73.264719,2025-09-21,07:12:05,2025,9,21,KFRG
C17,Degraff Irwin,KOLB MK III,N103TS,Piston,1,28.386885,-81.294915,2025-09-21,09:32:18,2025,9,21,KMCO
L12,Pdps Pzl-Bielsko,SZD-51-1 JUNIOR,N107DS,None,0,25.987277,-80.100875,2025-09-21,11:59:32,2025,9,21,KFLL
E135,Embraer S A,ERJ 170-200 LR,N107SY,Turbofan,2,39.502404,-104.997305,2025-09-21,15:37:02,2025,9,21,KAPA
GLAS,Armstrong Ray Carl,GLASAIR II S FT,N109D,Piston,1,34.342747,-118.553148,2025-09-21,16:09:26,2025,9,21,KVNY
M20P,Mooney,M20J,N1143N,Piston,1,40.830527,-74.25409,2025-09-21,16:16:54,2025,9,21,KEWR
C182,Cessna,182L,N1121T,Piston,1,33.377263,-111.93352,2025-09-21,19:15:47,2025,9,21,KPHX
C206,Cessna,U206F,N1191V,Piston,1,47.560535,-122.254687,2025-09-21,20:21:42,2025,9,21,KSEA
BE36,Beech,A36,N1195T,Piston,1,34.227592,-118.588776,2025-09-21,21:45:55,2025,9,21,KVNY
PA28,Piper,PA-28R-200,N11JU,Piston,1,33.39701,-111.885655,2025-09-21,22:26:59,2025,9,21,KPHX
PA28,Piper,PA-28-180,N11GN,Piston,1,44.896732,-93.090058,2025-09-22,08:35:29,2025,9,22,KMSP
M20P,Mooney,M20J,N1160N,Piston,1,32.935222,-96.91298,2025-09-22,11:21:24,2025,9,22,KADS
C182,Cessna,R182,N11131,Piston,1,40.875834,-111.948641,2025-09-22,11:25:34,2025,9,22,KSLC
EAGX,Stuart T Smith,VANS AIRCRAFT RV8,N120SJ,2-Cycle,1,33.999994,-118.340297,2025-09-22,11:38:46,2025,9,22,KLAX
B206,Bell,206-L4,N114SF,Turboshaft,1,41.831825,-87.80815,2025-09-22,12:23:46,2025,9,22,KORD
CL30,Clark Richard M Jr,QD CTY CHALLENGER II,N1164M,Piston,1,42.221436,-70.888107,2025-09-22,13:14:08,2025,9,22,KBOS
E45X,Embraer,EMB-145XR,N10156,Turbofan,2,40.761508,-74.051882,2025-09-22,14:07:52,2025,9,22,KEWR
BE35,Beech,V35A,N111TW,Piston,1,39.601238,-104.941681,2025-09-22,19:52:05,2025,9,22,KAPA
DHC2,Dehavilland,DHC-2 MK. I(L20A),N100KL,Piston,1,33.387545,-112.072086,2025-09-23,07:47:46,2025,9,23,KPHX
C175,Cessna,175,N1100S,Piston,1,25.86049,-80.154239,2025-09-23,09:30:16,2025,9,23,KMIA
AT6T,Air Tractor Inc,AT-602,N10TF,Turboprop,1,25.65543,-80.229919,2025-09-23,10:18:43,2025,9,23,KMIA
C172,Cessna,172S,N1097Y,Piston,1,36.180785,-115.163841,2025-09-23,11:57:13,2025,9,23,KLAS
C150,Cessna,150L,N11454,Piston,1,36.156042,-115.26999,2025-09-23,13:04:50,2025,9,23,KLAS
F106,Moyer Dallas E,DYKE DELTA JD2,N10FU,Piston,1,36.039739,-115.091021,2025-09-23,13:43:36,2025,9,23,KLAS
C310,Cessna,310D,N1189M,Piston,2,40.800909,-74.129054,2025-09-23,14:09:10,2025,9,23,KTEB
B738,Boeing,737-824,N12238,Turbofan,2,40.603855,-74.039122,2025-09-23,16:04:23,2025,9,23,KEWR
PA34,Piper,PA-34-200T,N109WE,Piston,2,40.543746,-73.831451,2025-09-23,17:11:45,2025,9,23,KJFK
PA28,Piper,PA-28R-200,N101JK,Piston,1,44.096813,-88.489212,2025-09-23,19:38:04,2025,9,23,KOSH
C172,Cessna,172N,N1068F,Piston,1,32.844077,-97.068565,2025-09-24,06:31:19,2025,9,24,KDFW
PA46,Piper Aircraft Inc,PA 46-350P,N1064S,Piston,1,32.862234,-117.314641,2025-09-24,08:20:07,2025,9,24,KSAN
DHC2,Dehavilland,BEAVER DHC-2,N1018A,Piston,1,33.522403,-111.806342,2025-09-24,09:21:20,2025,9,24,KSDL
C150,Cessna,150L,N11365,Piston,1,40.930478,-73.977864,2025-09-24,09:23:53,2025,9,24,KTEB
PA18,Piper,PA-18S-125,N1123A,Piston,1,42.175471,-83.244097,2025-09-24,09:27:56,2025,9,24,KDTW
BE36,Beech,36,N1124A,Piston,1,28.319429,-81.225223,2025-09-24,10:21:16,2025,9,24,KMCO
BE10,Cornum Kurt K,100 STOL,N100KC,Piston,1,40.719183,-73.690445,2025-09-24,11:59:26,2025,9,24,KJFK
SR22,Cirrus Design Corp,SR22T,N100JC,Piston,1,32.978496,-97.176523,2025-09-24,18:34:52,2025,9,24,KDFW
C150,Cessna,150L,N11849,Piston,1,40.913463,-112.092299,2025-09-24,18:48:13,2025,9,24,KSLC
PA23,Piper,PA-23-150,N1204P,Piston,2,33.538723,-111.906034,2025-09-24,20:42:41,2025,9,24,KSDL
M4,Maule,M-4,N12027,Piston,1,28.430936,-81.425352,2025-09-24,22:03:58,2025,9,24,KMCO
DR1,Karaczun Robert J,FOKKER D-VI,N113JW,Piston,1,43.859444,-88.57837,2025-09-24,22:10:14,2025,9,24,KOSH
BE10,Scottish Aviation,SERIES 100 MDL 101,N104MR,Piston,1,32.859694,-96.850393,2025-09-25,11:02:06,2025,9,25,KADS
SR22,Cirrus Design Corp,SR22T,N103BK,Piston,1,30.010072,-95.414333,2025-09-25,14:35:37,2025,9,25,KIAH
C150,Cessna,150L,N11393,Piston,1,45.005037,-93.272622,2025-09-25,16:32:45,2025,9,25,KMSP
S22T,Cirrus Design Corp,SR22,N114CN,Piston,1,34.080046,-118.366154,2025-09-25,20:58:15,2025,9,25,KLAX
C182,Cessna,R182,N10GL,Piston,1,40.700567,-73.913409,2025-09-26,06:09:22,2025,9,26,KJFK
PA46,Piper Aircraft Inc,PA 46-350P,N1075N,Piston,1,32.787063,-117.124142,2025-09-26,06:49:33,2025,9,26,KSAN
PA46,Piper,PA 46-350P,N117KR,Piston,1,40.870031,-73.992046,2025-09-26,08:34:00,2025,9,26,KTEB
PA28,Piper,PA-28R-201,N106PE,Piston,1,25.654431,-80.149131,2025-09-26,08:39:15,2025,9,26,KMIA
PA11,Monocoupe,110 SPECIAL,N101H,Piston,1,39.871417,-104.747332,2025-09-26,08:54:37,2025,9,26,KDEN
BU33,Nyquist,JUNGMEISTER BU133S,N103N,Piston,1,47.308644,-122.289508,2025-09-26,12:32:31,2025,9,26,KSEA
RC70,Rockwell International,114,N114SD,Piston,1,42.180362,-88.009645,2025-09-26,15:08:23,2025,9,26,KPWK
GLSP,Wood Jr Ned/Donna,GLASTAR,N112NW,Piston,1,34.288274,-118.340164,2025-09-26,18:09:36,2025,9,26,KVNY
B58T,Beech,58,N1061F,Piston,2,36.098753,-115.289132,2025-09-26,19:11:46,2025,9,26,KLAS
M20P,Mooney Aircraft Corp.,M20K,N10851,Piston,1,32.780414,-97.142432,2025-09-26,21:29:55,2025,9,26,KDFW
TB20,Socata,TB-20 TRINIDAD,N112A,Piston,1,30.040968,-95.22437,2025-09-27,09:14:48,2025,9,27,KIAH
C150,Cessna,150G,N10RH,2-Cycle,1,33.580184,-84.387452,2025-09-27,12:31:45,2025,9,27,KATL
CL60,Canadair Ltd,CL-600 CHALLENGER,N100LR,Turbofan,2,39.991779,-104.534456,2025-09-27,15:54:51,2025,9,27,KDEN
M20P,Mooney,M20J,N1137Z,Piston,1,32.625822,-117.141831,2025-09-27,17:39:45,2025,9,27,KSAN
CH20,Gibbs James F,ZENITH 601,N102TT,Piston,1,33.684652,-84.503422,2025-09-27,19:18:30,2025,9,27,KATL
C185,Cessna,A185F,N1050F,Piston,1,30.102178,-95.449136,2025-09-28,08:38:22,2025,9,28,KIAH
BE36,Beech,A36,N1066P,Piston,1,37.522975,-122.463655,2025-09-28,08:40:12,2025,9,28,KSFO
FA50,Dassault-Breguet,FALCON 50,N107CV,Turbofan,3,40.587744,-73.352694,2025-09-28,11:58:03,2025,9,28,KFRG
YALE,Navion,NAVION H,N1061Y,Piston,1,25.652522,-80.426967,2025-09-28,13:25:03,2025,9,28,KMIA
PA18,Piper,PA-18-150,N112JC,Piston,1,39.96316,-104.73974,2025-09-28,14:18:06,2025,9,28,KDEN
C310,Cessna,310I,N105MC,Piston,2,33.430262,-111.925658,2025-09-28,16:52:20,2025,9,28,KPHX
B206,Bell,206B,N108DR,Turboshaft,1,39.850394,-104.582753,2025-09-28,20:14:08,2025,9,28,KDEN
C510,Dugger Darrell D,MUSTANG II,N121DD,Piston,1,39.654343,-104.866266,2025-09-29,10:51:20,2025,9,29,KAPA
C206,Cessna,U206G,N114AG,Turboshaft,1,33.503821,-111.866687,2025-09-29,13:15:06,2025,9,29,KSDL
MG21,Mikoyan Gurevich,MIG-21F,N1011E,Jet,1,39.667616,-104.859199,2025-09-29,18:48:31,2025,9,29,KAPA
C150,Cessna,150L,N10937,Piston,1,41.030526,-73.702115,2025-09-29,18:51:36,2025,9,29,KHPN
M20P,Mooney,M20J,N1015S,Piston,1,42.304971,-70.889719,2025-09-29,19:17:00,2025,9,29,KBOS
C210,Cessna,T210M,N1113M,Piston,1,32.793201,-96.936789,2025-09-29,19:44:30,2025,9,29,KDFW
BE55,Beech,B-55,N118LA,Piston,2,41.166104,-73.694803,2025-09-30,06:21:08,2025,9,30,KHPN
E35L,Cessna,550,N116KC,Turbofan,2,29.892663,-95.295794,2025-09-30,07:34:17,2025,9,30,KIAH
PA34,Piper,PA-34-200,N1024U,Piston,2,33.833767,-84.352905,2025-09-30,10:49:57,2025,9,30,KPDK
S22T,Cirrus Design Corp,SR22,N104TQ,Piston,1,25.729051,-80.434113,2025-09-30,12:39:49,2025,9,30,KMIA
C150,Cessna,150D,N1081W,2-Cycle,1,40.848215,-73.46922,2025-09-30,12:47:34,2025,9,30,KFRG
AC68,Aero Commander,680,N1187D,Piston,2,44.007433,-88.6898,2025-09-30,19:23:22,2025,9,30,KOSH
C182,Cessna,T182T,N121FA,Turboprop,1,33.576619,-84.54912,2025-10-01,07:04:06,2025,10,1,KATL
PA28,Piper,PA-28-181,N121LM,Piston,1,41.833232,-87.86696,2025-10-01,08:13:53,2025,10,1,KORD
E35L,Cessna,550,N1000E,Turbofan,2,25.920269,-80.161109,2025-10-01,09:41:32,2025,10,1,KMIA
C180,Cessna,180,N102C,Piston,1,39.786753,-104.794329,2025-10-01,14:13:41,2025,10,1,KDEN
C182,Cessna,T182T,N119K,Turboprop,1,32.771882,-117.225537,2025-10-01,15:00:12,2025,10,1,KSAN
C560,Cessna,560XL,N11EH,Turbofan,2,40.575169,-73.912916,2025-10-01,15:54:25,2025,10,1,KJFK
C150,Cessna,150L,N11962,Piston,1,40.878768,-112.059343,2025-10-01,16:13:21,2025,10,1,KSLC
C210,Cessna,T210M,N1215M,Piston,1,34.231143,-118.451216,2025-10-01,18:15:54,2025,10,1,KVNY
C150,Cessna,150B,N1222Y,Piston,1,42.217836,-70.86773,2025-10-01,19:07:28,2025,10,1,KBOS
RC70,Rockwell International,114,N114BM,Piston,1,37.552381,-122.310271,2025-10-02,09:13:43,2025,10,2,KSFO
M20P,Mooney Aircraft Corp.,M20K,N1167H,Piston,1,42.233184,-71.103266,2025-10-02,10:46:45,2025,10,2,KBOS
PA46,Piper,PA 46-350P,N118JG,Piston,1,40.676309,-111.949781,2025-10-02,10:52:31,2025,10,2,KSLC
C180,Cessna,180,N10GC,Piston,1,43.845801,-88.473685,2025-10-02,11:07:51,2025,10,2,KOSH
C152,Cessna,152,N104UC,2-Cycle,1,32.66748,-117.211728,2025-10-02,13:50:17,2025,10,2,KSAN
C172,Cessna,172G,N1183F,Piston,1,47.397362,-122.202088,2025-10-02,14:32:54,2025,10,2,KSEA
FW90,Rochette Marc,P18 REPLICA KIT,N120CF,2-Cycle,1,40.887006,-111.846862,2025-10-02,15:03:12,2025,10,2,KSLC
PA18,Piper,PA-18A-135,N1192C,Piston,1,32.88323,-117.070462,2025-10-02,16:59:42,2025,10,2,KSAN
E35L,Cessna,550,N10EG,Turbofan,2,42.514297,-70.865055,2025-10-02,18:03:31,2025,10,2,KBOS
E75L,Johanson Alger N,LONG EZ,N105EA,Piston,1,36.064808,-115.034886,2025-10-02,19:27:36,2025,10,2,KLAS
PA23,Piper,PA-23,N1217,Piston,2,33.818433,-118.266701,2025-10-02,22:40:45,2025,10,2,KLAX
C150,Cessna,150L,N10856,Piston,1,39.805606,-104.744753,2025-10-03,07:10:59,2025,10,3,KDEN
SR20,Cirrus Design Corp,SR20,N120MX,Piston,1,44.968379,-93.321681,2025-10-03,07:39:03,2025,10,3,KMSP
LJ60,Learjet Inc,60,N104RJ,Turbofan,2,25.690572,-80.340102,2025-10-03,09:03:53,2025,10,3,KMIA
M20P,Mooney,M20J,N1077G,Piston,1,42.18681,-83.246237,2025-10-03,10:09:38,2025,10,3,KDTW
PA28,Piper,PA-28-140,N119HP,Piston,1,26.020847,-80.05784,2025-10-03,11:38:55,2025,10,3,KFLL
C21T,Cessna,421C,N100L,Piston,2,40.826627,-74.036566,2025-10-03,11:55:20,2025,10,3,KEWR
SR22,Cirrus Design Corp,SR22T,N11000,Piston,1,32.583894,-117.0961,2025-10-03,16:55:38,2025,10,3,KSAN
TB20,Socata,TB-20 TRINIDAD,N103U,Piston,1,33.312312,-112.023834,2025-10-03,17:56:10,2025,10,3,KPHX
AC68,Cessna,680,N11UD,Turbofan,2,34.011855,-118.538132,2025-10-03,18:55:34,2025,10,3,KLAX
H25C,Mignet,HM 1000,N109HM,Rocket,1,39.498723,-104.959079,2025-10-03,20:13:11,2025,10,3,KAPA
C150,Cessna,150L,N11531,Piston,1,40.973005,-73.974755,2025-10-03,20:44:35,2025,10,3,KTEB
PA28,Piper,PA-28-151,N102DE,Piston,1,43.901139,-88.458415,2025-10-03,21:42:41,2025,10,3,KOSH
C172,Cessna,172S,N1006V,Piston,1,36.198957,-115.292709,2025-10-03,22:05:08,2025,10,3,KLAS
M20P,Mooney Aircraft Corp.,M20K,N1149G,Piston,1,40.765964,-73.822147,2025-10-04,09:40:49,2025,10,4,KJFK
C17,Kolb Aircraft,MARK III,N104JY,Rocket,1,41.076495,-73.610937,2025-10-04,10:12:54,2025,10,4,KHPN
SR22,Cirrus Design Corp,SR22T,N112NR,Piston,1,33.751388,-84.380971,2025-10-04,10:46:06,2025,10,4,KATL
B58T,Beech,58,N111XX,Piston,2,44.004817,-88.515434,2025-10-04,14:41:10,2025,10,4,KOSH
AT8T,Air Tractor Inc,AT-802A,N1122R,Turboprop,1,40.601062,-73.334127,2025-10-04,15:56:16,2025,10,4,KFRG
RV7,Robert D Cox,VANS RV-7,N109BJ,2-Cycle,1,44.910834,-93.119758,2025-10-04,17:25:11,2025,10,4,KMSP
PA31,Piper,PA-31-350,N100LY,Piston,2,25.938024,-80.1672,2025-10-04,20:43:49,2025,10,4,KFLL
B763,Boeing,767-3S2F,N106FE,Turbofan,2,41.177057,-73.625242,2025-10-04,21:54:09,2025,10,4,KHPN
B58T,Beech,58P,N10W,Piston,2,39.727035,-104.793858,2025-10-04,22:57:29,2025,10,4,KDEN
R22,Robinson Helicopter Company,R22,N100WR,Piston,1,40.746447,-73.690371,2025-10-05,13:58:38,2025,10,5,KJFK
PC12,Pilatus Aircraft Ltd,PC-12/47E,N120WL,Turboprop,1,25.937907,-80.150391,2025-10-05,15:14:28,2025,10,5,KMIA
PA47,S C Aerostar S A,AEROSTAR 1,N102JB,2-Cycle,1,42.480764,-71.03346,2025-10-05,17:27:50,2025,10,5,KBOS
BE35,Beech,V35B,N1156T,Piston,1,32.838594,-96.835485,2025-10-06,07:44:10,2025,10,6,KADS
PA24,Piper,PA-24-260,N111E,Piston,1,33.539518,-84.502371,2025-10-06,10:40:58,2025,10,6,KATL
VELO,Velocity Inc,VELOCITY,N101VA,Piston,1,33.769997,-84.166993,2025-10-06,17:34:19,2025,10,6,KPDK
PA24,Piper,PA-24-250,N1070B,Piston,1,32.841928,-96.950349,2025-10-07,06:25:17,2025,10,7,KADS
BE33,Beech,F33A,N1133A,Piston,1,33.809156,-84.414381,2025-10-07,07:31:22,2025,10,7,KPDK
BE55,Beech,E-55,N10MN,Piston,2,47.412574,-122.200672,2025-10-07,08:16:55,2025,10,7,KSEA
PA28,Piper,PA-28-181,N1126Q,Piston,1,44.062723,-88.659352,2025-10-07,08:45:23,2025,10,7,KOSH
C210,Cessna,210L,N1110S,Piston,1,40.759079,-73.274176,2025-10-07,09:02:56,2025,10,7,KFRG
C150,Cessna,150L,N11329,Piston,1,40.656231,-111.834874,2025-10-07,09:25:43,2025,10,7,KSLC
BE35,Beech,V35,N101JM,Piston,1,33.756755,-84.354145,2025-10-07,15:35:38,2025,10,7,KPDK
R44,Robinson Helicopter,R44,N115VC,Piston,1,34.081095,-118.352546,2025-10-07,18:00:30,2025,10,7,KVNY
SR22,Cirrus Design Corp,SR22T,N112CD,Piston,1,44.753109,-93.115205,2025-10-07,18:03:58,2025,10,7,KMSP
PA18,Piper,PA-18-125,N1069A,Piston,1,34.007714,-118.551527,2025-10-07,18:13:56,2025,10,7,KLAX
C172,Cessna,172G,N1168F,Piston,1,32.801493,-97.165245,2025-10-07,18:16:40,2025,10,7,KDFW
B58T,Beech,58,N100JP,Piston,2,42.160067,-83.320919,2025-10-07,18:40:58,2025,10,7,KDTW
C182,Cessna,182T,N101AF,Piston,1,28.311615,-81.287736,2025-10-07,19:01:00,2025,10,7,KMCO
A321,Airbus,A321-211,N104DN,Turbofan,2,33.792867,-84.301559,2025-10-07,19:17:52,2025,10,7,KPDK
S22T,Cirrus Design Corp,SR22,N11SD,Piston,1,32.786019,-97.171157,2025-10-08,07:54:18,2025,10,8,KDFW
LNC4,Koo Carlos Chang,LANCAIR IV-P,N104PJ,Turboprop,1,33.5025,-84.327798,2025-10-08,10:10:27,2025,10,8,KATL
PA28,Piper,PA-28-181,N117DB,Piston,1,37.671186,-122.356435,2025-10-08,11:52:45,2025,10,8,KSFO
C172,Cessna,172RG,N107TS,Piston,1,32.861644,-97.075115,2025-10-08,13:25:04,2025,10,8,KDFW
C150,Cessna,150L,N1224Q,Piston,1,32.880776,-117.276013,2025-10-08,13:56:11,2025,10,8,KSAN
C150,Cessna,150L,N10131,Piston,1,26.153289,-80.211853,2025-10-08,18:27:42,2025,10,8,KFLL
PA28,Piper,PA-28-161,N116AV,Piston,1,40.973525,-74.146093,2025-10-08,20:54:31,2025,10,8,KTEB
RV4,Bixby Rex V,RV-4,N106RB,Piston,1,36.040268,-115.067919,2025-10-08,22:24:19,2025,10,8,KLAS
BE50,Grob-Werke,TWIN ASTIR,N103GV,None,0,28.395253,-81.17835,2025-10-09,06:20:16,2025,10,9,KMCO
C182,Cessna,182P,N111CJ,Piston,1,40.866572,-73.956284,2025-10-09,07:28:00,2025,10,9,KTEB
C150,Cessna,150L,N11592,Piston,1,41.831987,-87.882128,2025-10-09,09:41:39,2025,10,9,KORD
C208,Cessna,208B,N110PE,Turboprop,1,32.889713,-97.101938,2025-10-09,11:33:26,2025,10,9,KDFW
PA28,Piper,PA-28-140,N1080X,Piston,1,33.476234,-111.992091,2025-10-09,13:24:52,2025,10,9,KPHX
BE55,Beech,95-B55 (T42A),N100SF,Piston,2,32.845629,-117.100977,2025-10-09,14:28:11,2025,10,9,KSAN
C150,Cessna,150J,N117TS,Piston,1,25.945694,-80.253369,2025-10-09,15:13:40,2025,10,9,KFLL
C150,Cessna,150M,N105ES,2-Cycle,1,32.664555,-117.272831,2025-10-09,15:32:16,2025,10,9,KSAN
SR22,Cirrus Design Corp,SR22T,N120TN,Piston,1,33.617751,-84.346983,2025-10-09,16:00:58,2025,10,9,KATL
AAT4,Cessna,560,N108VR,Turbofan,2,40.749329,-73.549456,2025-10-09,19:20:40,2025,10,9,KFRG
P337,Cessna,T337G,N110RL,Piston,2,37.473368,-122.509589,2025-10-09,20:19:40,2025,10,9,KSFO
B206,Bell,206B,N118TV,Turboshaft,1,34.072724,-118.620099,2025-10-09,21:51:00,2025,10,9,KVNY
BE9T,Beech,F90,N114CW,Turboprop,2,34.247306,-118.604525,2025-10-10,07:16:26,2025,10,10,KVNY
C150,Cessna,150J,N111TB,Piston,1,40.805278,-74.045873,2025-10-10,07:34:49,2025,10,10,KEWR
E45X,Embraer,EMB-145XR,N11199,Turbofan,2,41.90372,-87.895573,2025-10-10,11:37:33,2025,10,10,KORD
C150,Cessna,150L,N11906,Piston,1,32.791397,-117.14598,2025-10-10,11:48:04,2025,10,10,KSAN
M20P,Mooney,M20M,N1088S,Piston,1,33.413194,-111.884117,2025-10-10,14:27:37,2025,10,10,KPHX
C340,Cessna,340A,N111PJ,Piston,2,32.789485,-117.124992,2025-10-11,06:35:14,2025,10,11,KSAN
PA28,Piper,PA-28-140,N1092T,Piston,1,33.607092,-84.336836,2025-10-11,07:28:24,2025,10,11,KATL
C150,Cessna,150L,N11626,Piston,1,37.566673,-122.375525,2025-10-11,07:29:14,2025,10,11,KSFO
PA23,Piper,PA-23,N1116P,Piston,2,32.820095,-117.266547,2025-10-11,10:32:44,2025,10,11,KSAN
C172,Cessna,172G,N1184F,Piston,1,41.960437,-87.995601,2025-10-11,10:46:44,2025,10,11,KORD
BE50,Burkhart Grob,G103C TWIN III ACRO,N103GH,None,0,34.009904,-84.388608,2025-10-11,19:19:35,2025,10,11,KPDK
C172,Cessna,R172K,N111HV,Piston,1,44.005633,-88.629103,2025-10-11,21:43:01,2025,10,11,KOSH
E135,Embraer-Empresa Brasileira De,ERJ 170-200 LR,N107HQ,Turbofan,2,40.726804,-73.777713,2025-10-12,06:30:25,2025,10,12,KJFK
BE35,Beech,V35,N111MS,Piston,1,40.694832,-73.796978,2025-10-12,09:08:11,2025,10,12,KJFK
SR20,Cirrus Design Corp,SR20,N102JS,Piston,1,33.922886,-84.306404,2025-10-12,11:39:42,2025,10,12,KPDK
B505,Bell Textron Canada Ltd,505,N121AE,Turboshaft,1,40.540442,-73.720599,2025-10-12,12:06:51,2025,10,12,KJFK
B206,Bell Helicopter Textron,206L-1,N1171,Turboshaft,1,47.400274,-122.455093,2025-10-12,17:29:17,2025,10,12,KSEA
C150,Cessna,150B,N1127Y,Piston,1,26.067335,-80.268659,2025-10-12,17:32:24,2025,10,12,KFLL
B407,Bell Helicopter Textron Canada,407,N1170,Turboshaft,1,32.883181,-117.110669,2025-10-12,18:24:21,2025,10,12,KSAN
M20P,Mooney,M20J,N1074Y,Piston,1,25.809895,-80.322442,2025-10-12,22:38:31,2025,10,12,KMIA
PA18,Piper,PA-18-125,N10572,Piston,1,40.776802,-73.800176,2025-10-13,12:30:54,2025,10,13,KJFK
BE35,Beech,G35,N110DB,Piston,1,32.642783,-117.219596,2025-10-13,12:34:18,2025,10,13,KSAN
RC70,Rockwell International,114,N114PB,Piston,1,33.006034,-96.686755,2025-10-13,15:52:07,2025,10,13,KADS
C21T,Cessna,421B,N1223H,Piston,2,32.900507,-96.922642,2025-10-13,16:01:47,2025,10,13,KDFW
AC68,Let,L-23 SUPER BLANIK,N101LE,None,0,33.669665,-111.986337,2025-10-13,16:55:33,2025,10,13,KSDL
SR22,Cirrus Design Corp,SR22T,N111N,Piston,1,42.321189,-70.990157,2025-10-13,18:23:20,2025,10,13,KBOS
BE35,Beech,H35,N1000T,Piston,1,40.750491,-73.720242,2025-10-13,19:03:03,2025,10,13,KJFK
C182,Cessna,182P,N101WP,Piston,1,42.144131,-83.357611,2025-10-13,19:08:53,2025,10,13,KDTW
S22T,Cirrus Design Corp,SR22,N115DJ,Piston,1,42.227335,-83.215467,2025-10-14,07:39:44,2025,10,14,KDTW
E135,Embraer,ERJ 170-200 LR,N105HQ,Turbofan,2,40.83577,-74.028127,2025-10-14,07:41:37,2025,10,14,KTEB
C182,Cessna,182L,N115KF,Piston,1,42.324131,-83.299536,2025-10-14,13:18:28,2025,10,14,KDTW
M20P,Mooney,M20R,N1039S,Piston,1,30.082194,-95.24244,2025-10-14,15:53:25,2025,10,14,KIAH
S21,Jesse Sullivan,RANS S-21,N104RR,Piston,1,41.03447,-73.635106,2025-10-14,15:55:14,2025,10,14,KHPN
SR22,Cirrus Design Corp,SR22T,N114WG,Piston,1,33.506821,-111.778934,2025-10-14,21:16:34,2025,10,14,KSDL
C150,Cessna,150L,N11268,Piston,1,40.64974,-73.519648,2025-10-14,22:06:54,2025,10,14,KFRG
BE33,Beech,F33A,N111RM,Piston,1,37.577779,-122.456813,2025-10-15,09:00:28,2025,10,15,KSFO
TAIL,Michael D Wilson,TAILWIND W-10,N105MW,Piston,1,36.125272,-115.143306,2025-10-15,11:02:41,2025,10,15,KLAS
